"","task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"362","pav",113,"control","second",2,"CSminus",1,0.4539604,1,50.0000011973684
"363","pav",113,"control","second",3,"CSplus",2,0.4019595,1,50.0000011973684
"364","pav",113,"control","second",4,"CSminus",2,0.7125939,1,50.0000011973684
"365","pav",113,"control","second",5,"CSminus",3,0.6261619,1,50.0000011973684
"366","pav",113,"control","second",6,"CSplus",3,0.549312,1,50.0000011973684
"367","pav",113,"control","second",7,"CSplus",4,0.4847526,1,50.0000011973684
"368","pav",113,"control","second",8,"CSminus",4,0.5573014,1,50.0000011973684
"369","pav",113,"control","second",9,"CSminus",5,0.5049686,1,50.0000011973684
"370","pav",113,"control","second",10,"CSplus",5,0.4885648,1,50.0000011973684
"371","pav",113,"control","second",11,"CSplus",6,0.5903487,1,50.0000011973684
"372","pav",113,"control","second",12,"CSminus",6,0.471073,1,50.0000011973684
"373","pav",113,"control","second",13,"CSplus",7,0.4434667,1,50.0000011973684
"374","pav",113,"control","second",14,"CSminus",7,0.5189423,1,50.0000011973684
"375","pav",113,"control","second",15,"CSminus",8,0.6014957,1,50.0000011973684
"376","pav",113,"control","second",16,"CSplus",8,0.5973255,1,50.0000011973684
"377","pav",113,"control","second",17,"CSminus",9,0.4717084,1,50.0000011973684
"378","pav",113,"control","second",18,"CSplus",9,0.544299,1,50.0000011973684
"379","pav",113,"control","second",19,"CSminus",10,0.6047983,1,50.0000011973684
"380","pav",113,"control","second",20,"CSplus",10,0.6111651,1,50.0000011973684
"381","pav",113,"control","second",21,"CSminus",11,0.531386,1,50.0000011973684
"382","pav",113,"control","second",22,"CSplus",11,0.5080967,1,50.0000011973684
"383","pav",113,"control","second",23,"CSminus",12,0.5104236,1,50.0000011973684
"384","pav",113,"control","second",24,"CSplus",12,0.4698684,1,50.0000011973684
"385","pav",113,"control","second",25,"CSminus",13,0.3992417,1,50.0000011973684
"386","pav",113,"control","second",26,"CSplus",13,0.6259316,1,50.0000011973684
"387","pav",113,"control","second",27,"CSplus",14,0.650261,1,50.0000011973684
"388","pav",113,"control","second",28,"CSminus",14,0.8443717,1,50.0000011973684
"389","pav",113,"control","second",29,"CSplus",15,0.5450139,1,50.0000011973684
"390","pav",113,"control","second",30,"CSminus",15,0.5813707,1,50.0000011973684
"391","pav",113,"control","second",31,"CSplus",16,0.7461351,1,50.0000011973684
"392","pav",113,"control","second",32,"CSminus",16,0.482891,1,50.0000011973684
"393","pav",113,"control","second",33,"CSplus",17,0.4490096,1,50.0000011973684
"394","pav",113,"control","second",34,"CSminus",17,0.6516421,1,50.0000011973684
"395","pav",113,"control","second",35,"CSminus",18,0.4002468,1,50.0000011973684
"396","pav",113,"control","second",36,"CSplus",18,0.624243,1,50.0000011973684
"397","pav",113,"control","second",37,"CSplus",19,0.4751701,1,50.0000011973684
"398","pav",113,"control","second",38,"CSminus",19,0.4464027,1,50.0000011973684
"399","pav",113,"control","second",39,"CSminus",20,0.6280751,1,50.0000011973684
"400","pav",113,"control","second",40,"CSplus",20,0.5480977,1,50.0000011973684
"401","pav",114,"control","second",1,"CSminus",1,0.8647785,1,8.22368451774585
"402","pav",114,"control","second",2,"CSplus",1,0.0002883406,1,6.90789633595917
"403","pav",114,"control","second",3,"CSminus",2,0.0002453621,1,8.22368451774585
"404","pav",114,"control","second",4,"CSplus",2,0.0003098298,1,6.90789633595917
"405","pav",114,"control","second",5,"CSminus",3,0.0002758319,1,8.22368451774585
"406","pav",114,"control","second",6,"CSplus",3,0.09462959,1,6.90789633595917
"407","pav",114,"control","second",7,"CSplus",4,0.06602389,1,6.90789633595917
"408","pav",114,"control","second",8,"CSminus",4,0.0001805737,1,8.22368451774585
"409","pav",114,"control","second",9,"CSplus",5,0.0185529,1,6.90789633595917
"410","pav",114,"control","second",10,"CSminus",5,0.0002751904,1,8.22368451774585
"411","pav",114,"control","second",11,"CSminus",6,0.0001853847,1,8.22368451774585
"412","pav",114,"control","second",12,"CSplus",6,0.03289424,1,6.90789633595917
"413","pav",114,"control","second",13,"CSminus",7,0.0001853847,1,8.22368451774585
"414","pav",114,"control","second",14,"CSplus",7,0.0001658199,1,6.90789633595917
"415","pav",114,"control","second",15,"CSplus",8,0.0001751212,1,6.90789633595917
"416","pav",114,"control","second",16,"CSminus",8,0.0002155338,1,8.22368451774585
"417","pav",114,"control","second",17,"CSminus",9,0.0002206655,1,8.22368451774585
"418","pav",114,"control","second",18,"CSplus",9,0.0002514561,1,6.90789633595917
"419","pav",114,"control","second",19,"CSplus",10,0.0002068739,1,6.90789633595917
"420","pav",114,"control","second",20,"CSminus",10,0.0002039873,1,8.22368451774585
"421","pav",114,"control","second",21,"CSminus",11,0.0002155338,1,8.22368451774585
"422","pav",114,"control","second",22,"CSplus",11,0.04325654,1,6.90789633595917
"423","pav",114,"control","second",23,"CSplus",12,0.1255872,1,6.90789633595917
"424","pav",114,"control","second",24,"CSminus",12,0.0003021321,1,8.22368451774585
"425","pav",114,"control","second",25,"CSplus",13,0.9759792,1,6.90789633595917
"426","pav",114,"control","second",26,"CSminus",13,0.0003871269,1,8.22368451774585
"427","pav",114,"control","second",27,"CSplus",14,0.0201569,1,6.90789633595917
"428","pav",114,"control","second",28,"CSminus",14,0.03110742,1,8.22368451774585
"429","pav",114,"control","second",29,"CSminus",15,0.1087307,1,8.22368451774585
"430","pav",114,"control","second",30,"CSplus",15,0.5221937,1,6.90789633595917
"431","pav",114,"control","second",31,"CSminus",16,0.04512225,1,8.22368451774585
"432","pav",114,"control","second",32,"CSplus",16,0.0002931516,1,6.90789633595917
"433","pav",114,"control","second",33,"CSplus",17,0.1242639,1,6.90789633595917
"434","pav",114,"control","second",34,"CSminus",17,0.1321729,1,8.22368451774585
"435","pav",114,"control","second",35,"CSplus",18,0.05308257,1,6.90789633595917
"436","pav",114,"control","second",36,"CSminus",18,0.8078218,1,8.22368451774585
"437","pav",114,"control","second",37,"CSplus",19,0.0002399096,1,6.90789633595917
"438","pav",114,"control","second",38,"CSminus",19,0.0002171374,1,8.22368451774585
"439","pav",114,"control","second",39,"CSminus",20,0.0003698072,1,8.22368451774585
"440","pav",114,"control","second",40,"CSplus",20,0.0002107227,1,6.90789633595917
"441","pav",115,"control","second",1,"CSminus",1,0.2889073,1,50.0000011973684
"442","pav",115,"control","second",2,"CSplus",1,0.3904744,1,77.9605299945465
"443","pav",115,"control","second",3,"CSplus",2,0.316002,1,77.9605299945465
"444","pav",115,"control","second",4,"CSminus",2,0.3921525,1,50.0000011973684
"445","pav",115,"control","second",5,"CSminus",3,0.5549691,1,50.0000011973684
"446","pav",115,"control","second",6,"CSplus",3,0.3828355,1,77.9605299945465
"447","pav",115,"control","second",7,"CSplus",4,0.2911483,1,77.9605299945465
"448","pav",115,"control","second",8,"CSminus",4,0.2979337,1,50.0000011973684
"449","pav",115,"control","second",9,"CSminus",5,0.3075593,1,50.0000011973684
"450","pav",115,"control","second",10,"CSplus",5,0.2783289,1,77.9605299945465
"451","pav",115,"control","second",11,"CSminus",6,0.291962,1,50.0000011973684
"452","pav",115,"control","second",12,"CSplus",6,0.3288348,1,77.9605299945465
"453","pav",115,"control","second",13,"CSminus",7,0.3018813,1,50.0000011973684
"454","pav",115,"control","second",14,"CSplus",7,0.2868068,1,77.9605299945465
"455","pav",115,"control","second",15,"CSplus",8,0,0,77.9605299945465
"456","pav",115,"control","second",16,"CSminus",8,0.3035655,1,50.0000011973684
"457","pav",115,"control","second",17,"CSminus",9,0.2682755,1,50.0000011973684
"458","pav",115,"control","second",18,"CSplus",9,0.2614301,1,77.9605299945465
"459","pav",115,"control","second",19,"CSplus",10,0.4065884,1,77.9605299945465
"460","pav",115,"control","second",20,"CSminus",10,0.5355981,1,50.0000011973684
"461","pav",115,"control","second",21,"CSminus",11,0.32206,1,50.0000011973684
"462","pav",115,"control","second",22,"CSplus",11,0.2902397,1,77.9605299945465
"463","pav",115,"control","second",23,"CSminus",12,0.3114879,1,50.0000011973684
"464","pav",115,"control","second",24,"CSplus",12,0.3168169,1,77.9605299945465
"465","pav",115,"control","second",25,"CSplus",13,0.329364,1,77.9605299945465
"466","pav",115,"control","second",26,"CSminus",13,0.6467535,1,50.0000011973684
"467","pav",115,"control","second",27,"CSminus",14,0.3578314,1,50.0000011973684
"468","pav",115,"control","second",28,"CSplus",14,0.3403662,1,77.9605299945465
"469","pav",115,"control","second",29,"CSplus",15,0.6104272,1,77.9605299945465
"470","pav",115,"control","second",30,"CSminus",15,0.3885022,1,50.0000011973684
"471","pav",115,"control","second",31,"CSplus",16,0.3691196,1,77.9605299945465
"472","pav",115,"control","second",32,"CSminus",16,0.3748098,1,50.0000011973684
"473","pav",115,"control","second",33,"CSminus",17,0.3168721,1,50.0000011973684
"474","pav",115,"control","second",34,"CSplus",17,0.2672443,1,77.9605299945465
"475","pav",115,"control","second",35,"CSplus",18,0.5855235,1,77.9605299945465
"476","pav",115,"control","second",36,"CSminus",18,0.3679114,1,50.0000011973684
"477","pav",115,"control","second",37,"CSminus",19,0.3370334,1,50.0000011973684
"478","pav",115,"control","second",38,"CSplus",19,0.3124771,1,77.9605299945465
"479","pav",115,"control","second",39,"CSplus",20,0.3281998,1,77.9605299945465
"480","pav",115,"control","second",40,"CSminus",20,0.7063712,1,50.0000011973684
"481","pav",116,"control","second",1,"CSminus",1,0.3626952,1,0
"482","pav",116,"control","second",2,"CSplus",1,0.3864919,1,91.4473648447022
"483","pav",116,"control","second",3,"CSminus",2,0.4696394,1,0
"484","pav",116,"control","second",4,"CSplus",2,0.3179952,1,91.4473648447022
"485","pav",116,"control","second",5,"CSminus",3,0.3408329,1,0
"486","pav",116,"control","second",6,"CSplus",3,0.3340225,1,91.4473648447022
"487","pav",116,"control","second",7,"CSminus",4,0.3054241,1,0
"488","pav",116,"control","second",8,"CSplus",4,0.3155977,1,91.4473648447022
"489","pav",116,"control","second",9,"CSminus",5,0.4752333,1,0
"490","pav",116,"control","second",10,"CSplus",5,0.3102608,1,91.4473648447022
"491","pav",116,"control","second",11,"CSplus",6,0.2474583,1,91.4473648447022
"492","pav",116,"control","second",12,"CSminus",6,0.3675624,1,0
"493","pav",116,"control","second",13,"CSminus",7,0.3403787,1,0
"494","pav",116,"control","second",14,"CSplus",7,0.301025,1,91.4473648447022
"495","pav",116,"control","second",15,"CSplus",8,0.448881,1,91.4473648447022
"496","pav",116,"control","second",16,"CSminus",8,0.4072478,1,0
"497","pav",116,"control","second",17,"CSplus",9,0.3118073,1,91.4473648447022
"498","pav",116,"control","second",18,"CSminus",9,0.419441,1,0
"499","pav",116,"control","second",19,"CSplus",10,0.3000198,1,91.4473648447022
"500","pav",116,"control","second",20,"CSminus",10,0.4378568,1,0
"501","pav",116,"control","second",21,"CSplus",11,0.2615843,1,91.4473648447022
"502","pav",116,"control","second",22,"CSminus",11,0.3813711,1,0
"503","pav",116,"control","second",23,"CSminus",12,0.4372743,1,0
"504","pav",116,"control","second",24,"CSplus",12,0.5017372,1,91.4473648447022
"505","pav",116,"control","second",25,"CSminus",13,0.3077234,1,0
"506","pav",116,"control","second",26,"CSplus",13,0.384752,1,91.4473648447022
"507","pav",116,"control","second",27,"CSminus",14,0.5025689,1,0
"508","pav",116,"control","second",28,"CSplus",14,0.3065739,1,91.4473648447022
"509","pav",116,"control","second",29,"CSplus",15,0.3968015,1,91.4473648447022
"510","pav",116,"control","second",30,"CSminus",15,0.3393527,1,0
"511","pav",116,"control","second",31,"CSplus",16,0.2903731,1,91.4473648447022
"512","pav",116,"control","second",32,"CSminus",16,0.3638861,1,0
"513","pav",116,"control","second",33,"CSplus",17,0.2069438,1,91.4473648447022
"514","pav",116,"control","second",34,"CSminus",17,0.3516791,1,0
"515","pav",116,"control","second",35,"CSplus",18,0.3848982,1,91.4473648447022
"516","pav",116,"control","second",36,"CSminus",18,0.3752949,1,0
"517","pav",116,"control","second",37,"CSplus",19,0.2972156,1,91.4473648447022
"518","pav",116,"control","second",38,"CSminus",19,0.5079363,1,0
"519","pav",116,"control","second",39,"CSplus",20,0.3278894,1,91.4473648447022
"520","pav",116,"control","second",40,"CSminus",20,0.328714,1,0
"521","pav",118,"control","second",1,"CSplus",1,0.4014626,1,27.631578159626
"522","pav",118,"control","second",2,"CSminus",1,0.5835105,1,56.2500010476974
"523","pav",118,"control","second",3,"CSplus",2,0.4840514,1,27.631578159626
"524","pav",118,"control","second",4,"CSminus",2,0.5431997,1,56.2500010476974
"525","pav",118,"control","second",5,"CSplus",3,0.5011617,1,27.631578159626
"526","pav",118,"control","second",6,"CSminus",3,0.4526795,1,56.2500010476974
"527","pav",118,"control","second",7,"CSminus",4,0.6652865,1,56.2500010476974
"528","pav",118,"control","second",8,"CSplus",4,0.6687819,1,27.631578159626
"529","pav",118,"control","second",9,"CSminus",5,0.5939897,1,56.2500010476974
"530","pav",118,"control","second",10,"CSplus",5,0.6525565,1,27.631578159626
"531","pav",118,"control","second",11,"CSminus",6,0.5217334,1,56.2500010476974
"532","pav",118,"control","second",12,"CSplus",6,0.5359177,1,27.631578159626
"533","pav",118,"control","second",13,"CSminus",7,0.4505155,1,56.2500010476974
"534","pav",118,"control","second",14,"CSplus",7,0.5697359,1,27.631578159626
"535","pav",118,"control","second",15,"CSminus",8,0.4470085,1,56.2500010476974
"536","pav",118,"control","second",16,"CSplus",8,0.5039964,1,27.631578159626
"537","pav",118,"control","second",17,"CSminus",9,0.4010595,1,56.2500010476974
"538","pav",118,"control","second",18,"CSplus",9,0.5238169,1,27.631578159626
"539","pav",118,"control","second",19,"CSminus",10,0.4194883,1,56.2500010476974
"540","pav",118,"control","second",20,"CSplus",10,0.497962,1,27.631578159626
"541","pav",118,"control","second",21,"CSplus",11,0.4400097,1,27.631578159626
"542","pav",118,"control","second",22,"CSminus",11,0.3915586,1,56.2500010476974
"543","pav",118,"control","second",23,"CSplus",12,0.737535,1,27.631578159626
"544","pav",118,"control","second",24,"CSminus",12,0.4365564,1,56.2500010476974
"545","pav",118,"control","second",25,"CSplus",13,0.5236999,1,27.631578159626
"546","pav",118,"control","second",26,"CSminus",13,0.5191631,1,56.2500010476974
"547","pav",118,"control","second",27,"CSplus",14,0.5092895,1,27.631578159626
"548","pav",118,"control","second",28,"CSminus",14,0.4427796,1,56.2500010476974
"549","pav",118,"control","second",29,"CSplus",15,0.3748399,1,27.631578159626
"550","pav",118,"control","second",30,"CSminus",15,0.4834622,1,56.2500010476974
"551","pav",118,"control","second",31,"CSminus",16,0.3219998,1,56.2500010476974
"552","pav",118,"control","second",32,"CSplus",16,0.6653715,1,27.631578159626
"553","pav",118,"control","second",33,"CSminus",17,0.5946007,1,56.2500010476974
"554","pav",118,"control","second",34,"CSplus",17,0.3872351,1,27.631578159626
"555","pav",118,"control","second",35,"CSplus",18,0.38627,1,27.631578159626
"556","pav",118,"control","second",36,"CSminus",18,0.4100866,1,56.2500010476974
"557","pav",118,"control","second",37,"CSminus",19,0.3473733,1,56.2500010476974
"558","pav",118,"control","second",38,"CSplus",19,0.6118726,1,27.631578159626
"559","pav",118,"control","second",39,"CSminus",20,0.5583029,1,56.2500010476974
"560","pav",118,"control","second",40,"CSplus",20,0.3913482,1,27.631578159626
"561","pav",119,"control","second",1,"CSminus",1,0.2962223,1,38.4868486198928
"562","pav",119,"control","second",2,"CSplus",1,0.3260802,1,57.894742261773
"563","pav",119,"control","second",3,"CSplus",2,0.4825007,1,57.894742261773
"564","pav",119,"control","second",4,"CSminus",2,0.4996265,1,38.4868486198928
"565","pav",119,"control","second",5,"CSminus",3,0.3075621,1,38.4868486198928
"566","pav",119,"control","second",6,"CSplus",3,0.3133183,1,57.894742261773
"567","pav",119,"control","second",7,"CSplus",4,0.4080807,1,57.894742261773
"568","pav",119,"control","second",8,"CSminus",4,0.3769296,1,38.4868486198928
"569","pav",119,"control","second",9,"CSminus",5,0.3475378,1,38.4868486198928
"570","pav",119,"control","second",10,"CSplus",5,0.5409419,1,57.894742261773
"571","pav",119,"control","second",11,"CSplus",6,0.2906685,1,57.894742261773
"572","pav",119,"control","second",12,"CSminus",6,0.4106841,1,38.4868486198928
"573","pav",119,"control","second",13,"CSplus",7,0.3849287,1,57.894742261773
"574","pav",119,"control","second",14,"CSminus",7,0.4110404,1,38.4868486198928
"575","pav",119,"control","second",15,"CSplus",8,0.6588634,1,57.894742261773
"576","pav",119,"control","second",16,"CSminus",8,0.2749607,1,38.4868486198928
"577","pav",119,"control","second",17,"CSminus",9,0.3144373,1,38.4868486198928
"578","pav",119,"control","second",18,"CSplus",9,0.3428914,1,57.894742261773
